순위,곡명,아티스트,앨범명,장르,재생시간,작사가,작곡가,편곡자,좋아요,전체 청취자수,전체 재생수,상세URL,곡ID
17,HOME SWEET HOME (Feat. 태양 & 대성),G-DRAGON,HOME SWEET HOME,가요 / 랩/힙합,03:31,"G-DRAGON,TEDDY,CHOICE37","VVN,G-DRAGON,TEDDY,KUSH,24","24,NOS,Jumpa,Mondee",36886,1343322,37346447,https://www.genie.co.kr/detail/songInfo?xgnm=108434388,108434388
18,시작의 아이 ❍,박다혜 & 마크툽 (Maktub),시작의 아이 ❍ ハジマリのコ Starting With You : ♡,가요 / 인디,04:17,마크툽 (MAKTUB),마크툽 (MAKTUB),마크툽 (MAKTUB),4731,244915,1488987,https://www.genie.co.kr/detail/songInfo?xgnm=111280752,111280752
19,어제보다 슬픈 오늘,우디 (Woody),어제보다 슬픈 오늘,가요 / 발라드,03:56,김창환,김건모,신성진,11411,718871,10253930,https://www.genie.co.kr/detail/songInfo?xgnm=109608007,109608007
20,나는 반딧불,황가람,나는 반딧불,가요 / 인디,03:35,정중식,정중식,우주비,39679,1346019,35544432,https://www.genie.co.kr/detail/songInfo?xgnm=108110746,108110746
21,HAPPY,DAY6 (데이식스),Fourever,가요 / 락,03:10,Young K (DAY6),"성진 (DAY6),원필 (DAY6),홍지상",홍지상,36696,1479372,41455483,https://www.genie.co.kr/detail/songInfo?xgnm=105757622,105757622
22,REBEL HEART,IVE (아이브),IVE EMPATHY,가요 / 댄스,03:08,Nietzsche,"Emily Harbakk,Ryan S. Jhun,Thomas G:son,Jimmy Jansson,Maia Wright,Jack Brady,Jordan Roman","Ryan S. Jhun,Gucci Caliente,The Wavys",24416,1139791,24445250,https://www.genie.co.kr/detail/songInfo?xgnm=108836768,108836768
23,APT.,로제 (ROSÉ) & Bruno Mars,APT.,가요 / 락,02:50,"로제 (ROSÉ),Amy Allen,Christopher Brody Brown,Rogét Chahayed,Omer Fedi,Philip Lawrence,Bruno Mars,Theron Thomas,Henry Walter,Michael Chapman,Nicholas Chinn","로제 (ROSÉ),Amy Allen,Christopher Brody Brown,Rogét Chahayed,Omer Fedi,Philip Lawrence,Bruno Mars,Theron Thomas,Henry Walter,Michael Chapman,Nicholas Chinn","Bruno Mars,Cirkut,Omer Fedi,Rogét Chahayed",41601,1514903,45759896,https://www.genie.co.kr/detail/songInfo?xgnm=108107291,108107291
24,Free,Rumi & Jinu & EJAE & Andrew Choi & KPop Demon Hunters Cast,KPop Demon Hunters (Soundtrack from the Netflix Film),POP / 팝,03:08,,,,8450,392100,2910831,https://www.genie.co.kr/detail/songInfo?xgnm=110589419,110589419
25,WICKED,ALLDAY PROJECT,FAMOUS,가요 / 랩/힙합,02:37,"TARZZAN,WOOCHAN,ANNIE,YOUNGSEO,BAILEY,Vince,Theron Thomas,Tommy Brown,Amanda Ratchford,Courtlin Jabrae Edwards","Theron Thomas,Dominsuk,24,Vince","Dominsuk,24",5489,452652,4442110,https://www.genie.co.kr/detail/songInfo?xgnm=110649475,110649475
26,한 페이지가 될 수 있게,DAY6 (데이식스),The Book of Us : Gravity,가요 / 락,03:26,Young K (DAY6),"Jae,성진 (DAY6),Young K (DAY6),원필 (DAY6),홍지상",홍지상,75055,2328987,74486635,https://www.genie.co.kr/detail/songInfo?xgnm=89220627,89220627
27,TOO BAD (Feat. Anderson .Paak),G-DRAGON,Übermensch,가요 / 랩/힙합,02:34,"G-DRAGON,Anderson .Paak","G-DRAGON,Anderson .Paak,Bongo,Alissia,Yohan","G-DRAGON,Anderson .Paak,Bongo,Alissia",22206,1134066,22635428,https://www.genie.co.kr/detail/songInfo?xgnm=109217637,109217637
28,내게 사랑이 뭐냐고 물어본다면,로이킴,내게 사랑이 뭐냐고 물어본다면,가요 / 발라드,03:43,로이킴,로이킴,강화성,20229,1164807,25121653,https://www.genie.co.kr/detail/songInfo?xgnm=108005739,108005739
29,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,OST / 드라마,04:03,강태규,홍진영,한밤 (Midnight),68301,2611811,268438563,https://www.genie.co.kr/detail/songInfo?xgnm=94535712,94535712
30,눈물참기,QWER,"3rd Mini Album '난 네 편이야, 온 세상이 불협일지라도'",가요 / 락,03:22,"이동혁,김혜정,시연,마젠타,히나,홍지혜,GESTURE,Elum","이동혁,GESTURE,ONE.KI,Elum","이동혁,홍훈기",6867,517982,5384100,https://www.genie.co.kr/detail/songInfo?xgnm=110420530,110420530
31,Die With A Smile,Lady Gaga & Bruno Mars,Die With A Smile,POP / 팝,04:12,,,,22090,933444,14282272,https://www.genie.co.kr/detail/songInfo?xgnm=107520166,107520166
32,Welcome to the Show,DAY6 (데이식스),Fourever,가요 / 락,03:37,Young K (DAY6),"성진 (DAY6),Young K (DAY6),원필 (DAY6),홍지상",홍지상,34510,1441550,40582839,https://www.genie.co.kr/detail/songInfo?xgnm=105757621,105757621
33,Never Ending Story,아이유 (IU),꽃갈피 셋,가요 / 발라드,03:44,김태원,김태원,서동환,10815,760354,7374213,https://www.genie.co.kr/detail/songInfo?xgnm=110308610,110308610
34,MY LOVE (2025),이예은 & 아샤트리 & 전건호,MY LOVE (2025),가요 / 발라드,04:02,이도연,이상준,"임광균,한상원",9011,653616,10066685,https://www.genie.co.kr/detail/songInfo?xgnm=109179632,109179632
35,천상연,이창섭,천상연 (웹툰 '선녀외전' X 이창섭 (LEE CHANGSUB)),가요 / 발라드,04:31,유해준,유해준,"김수빈 (AIMING),임수혁 (AIMING)",27445,1397145,38798014,https://www.genie.co.kr/detail/songInfo?xgnm=105563654,105563654
36,내 이름 맑음,QWER,2nd Mini Album 'Algorithm's Blossom',가요 / 락,03:08,소연 (SOYEON),"소연 (SOYEON),Pop Time,Daily,Likey","Pop Time,Daily,Likey,소연 (SOYEON)",21859,1186865,27473960,https://www.genie.co.kr/detail/songInfo?xgnm=107855545,107855545
37,예뻤어,DAY6 (데이식스),Every DAY6 February,가요 / 락,04:43,Young K (DAY6),"홍지상,이우민 'Collapsedone',원필 (DAY6),Young K (DAY6)","홍지상,이우민 'Collapsedone'",81723,2450278,85209273,https://www.genie.co.kr/detail/songInfo?xgnm=86931930,86931930
38,고민중독,QWER,1st Mini Album 'MANITO',가요 / 락,02:56,"이동혁,GESTURE,김혜정,Elum,마젠타","이동혁,홍훈기,Elum,GESTURE,한아영","이동혁,한아영",32124,1485698,46039401,https://www.genie.co.kr/detail/songInfo?xgnm=105938136,105938136
39,운명 (2025),먼데이 키즈 & 이이경,먼키의 발자국 Vol.1,가요 / 전체,04:19,BRAVE (브레이브),한상원,"이도형 (AUG),편준원 (AUG)",2990,258990,1736036,https://www.genie.co.kr/detail/songInfo?xgnm=111134057,111134057
40,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,가요 / 트로트,04:03,김이나,조영수,"조영수,이유진",66578,3048985,368510881,https://www.genie.co.kr/detail/songInfo?xgnm=90077755,90077755
41,여름이었다,H1-KEY (하이키),H1-KEY 4th Mini Album ［Lovestruck］,가요 / 댄스,03:12,시우,시우,"시우,Jeon Hong Jun",4650,343275,2621908,https://www.genie.co.kr/detail/songInfo?xgnm=110586309,110586309
42,Supernova,aespa,Armageddon - The 1st Album,가요 / 댄스,02:59,KENZIE,"KENZIE,Paris Alexa,Dem Jointz",Dem Jointz,29671,1549299,51257537,https://www.genie.co.kr/detail/songInfo?xgnm=106536223,106536223
43,우리들의 블루스,임영웅,IM HERO,가요 / 발라드,03:27,지훈,"이승주,최인환","이승주,최인환",38621,1816540,189977539,https://www.genie.co.kr/detail/songInfo?xgnm=96549502,96549502
44,다시 만날 수 있을까,임영웅,IM HERO,가요 / 발라드,04:34,이적,이적,양시온,31891,1577924,174454561,https://www.genie.co.kr/detail/songInfo?xgnm=96696809,96696809
45,TAKEDOWN (JEONGYEON & JIHYO & CHAEYOUNG),TWICE (트와이스),KPop Demon Hunters (Soundtrack from the Netflix Film),POP / 팝,03:01,,,,5596,355376,2133116,https://www.genie.co.kr/detail/songInfo?xgnm=110589412,110589412
46,천국보다 아름다운,임영웅,천국보다 아름다운,가요 / 발라드,04:55,4BOUT (어바웃),"4BOUT (어바웃),Echez,Hwan,SKINNER BOX,KIME,히모,Addicted,Sine.wav","4BOUT (어바웃),Echez,Hwan,SKINNER BOX,KIME,히모,Addicted,Sine.wav",9948,228415,29590510,https://www.genie.co.kr/detail/songInfo?xgnm=109752407,109752407
47,에피소드,이무진,에피소드,가요 / 락,03:25,이무진,"이무진,함준석,EastWest,Junzo","함준석,EastWest",31553,1519973,43582890,https://www.genie.co.kr/detail/songInfo?xgnm=104821618,104821618
48,오늘만 I LOVE YOU,BOYNEXTDOOR,오늘만 I LOVE YOU,가요 / 댄스,02:42,"Kako,운학","Pop Time,Kako,Daily,Ryo,Likey,지코 (ZICO),태산,운학","Pop Time,Daily,Likey",23791,816415,14497619,https://www.genie.co.kr/detail/songInfo?xgnm=108805146,108805146
49,toxic till the end,로제 (ROSÉ),rosie,가요 / 락,02:37,"로제 (ROSÉ),Evan Blair,Michael Pollack,Emily Warren Schwartz","로제 (ROSÉ),Evan Blair,Michael Pollack,Emily Warren Schwartz",Evan Blair,19459,997986,19577712,https://www.genie.co.kr/detail/songInfo?xgnm=108575614,108575614
50,소나기,이클립스 (ECLIPSE),선재 업고 튀어 OST Part 1,OST / 드라마,03:54,"한성호,수윤 (Sooyoon)","한성호,박수석,Moon Kim (Room01)",정진욱,33068,1384775,40588077,https://www.genie.co.kr/detail/songInfo?xgnm=104055957,104055957
51,ATTITUDE,IVE (아이브),IVE EMPATHY,가요 / 댄스,03:15,"서지음,Nietzsche,장원영 (IVE)","James Daniel Lewis,Ryan S. Jhun,Suzanne Vega,Rollo,Olga Sundin,Lotte Mørkved","Ryan S. Jhun,James Daniel Lewis",13439,876696,14062436,https://www.genie.co.kr/detail/songInfo?xgnm=108981829,108981829
52,나는 아픈 건 딱 질색이니까,i-dle (아이들),2,가요 / 댄스,02:42,소연 (SOYEON),"소연 (SOYEON),Pop Time,Daily,Likey","Pop Time,Daily,Likey,소연 (SOYEON)",35508,1579982,50366958,https://www.genie.co.kr/detail/songInfo?xgnm=105260468,105260468
53,Home,임영웅,온기,가요 / 댄스,03:55,"임영웅,X-CHILD",X-CHILD,"X-CHILD,정수완",12524,358721,65297345,https://www.genie.co.kr/detail/songInfo?xgnm=106393875,106393875
54,무지개,임영웅,IM HERO,가요 / 전체,03:16,"김시온 (KIM ZION),멧돼지","멧돼지,김시온 (KIM ZION)","김시온 (KIM ZION),멧돼지,정수완",27337,1306284,139587800,https://www.genie.co.kr/detail/songInfo?xgnm=96696807,96696807
55,Cruel Summer,Taylor Swift,Lover,POP / 팝,02:59,,,,24553,1180075,21467307,https://www.genie.co.kr/detail/songInfo?xgnm=89327408,89327408
56,첫 만남은 계획대로 되지 않아,TWS (투어스),TWS 1st Mini Album 'Sparkling Blue',가요 / 전체,02:32,"WASURENAI,브라더수 (Brothersu),Jeon Jin,BuildingOwner,Glenn (PRISMFILTER)","WASURENAI,Jeon Jin,Ohway!,Nmore,Heon Seo (헌서),BuildingOwner,Glenn (PRISMFILTER),T-SK,YouthK","WASURENAI,Jeon Jin,Nmore,BuildingOwner,Ohway!",34034,1525741,48954233,https://www.genie.co.kr/detail/songInfo?xgnm=105262751,105262751
57,London Boy,임영웅,Polaroid,가요 / 락,04:04,"임영웅,Ji Soo Park (Chapter M)","임영웅,Ji Soo Park (Chapter M)",홍갑,22771,989358,131330887,https://www.genie.co.kr/detail/songInfo?xgnm=99014221,99014221
58,모래 알갱이,임영웅,모래 알갱이,가요 / 발라드,03:40,"임영웅,김수형,황선호","임영웅,김수형,황선호",물고기,19917,888395,115360135,https://www.genie.co.kr/detail/songInfo?xgnm=102067588,102067588
59,슬픈 초대장,순순희 (지환),슬픈 초대장,가요 / 발라드,04:07,김진아,이상준,한길 (Han Gil),17770,1126140,30334758,https://www.genie.co.kr/detail/songInfo?xgnm=104919515,104919515
60,멸종위기사랑,이찬혁,EROS,가요 / 댄스,03:40,이찬혁,"이찬혁,MILLENNIUM,시황,이진협",,3313,151412,1026106,https://www.genie.co.kr/detail/songInfo?xgnm=110968221,110968221
61,온기,임영웅,온기,가요 / 발라드,03:55,"임영웅,김이나","임영웅,정수완,황선호",물고기,12229,379074,62894961,https://www.genie.co.kr/detail/songInfo?xgnm=106393876,106393876
62,Do or Die,임영웅,Do or Die,가요 / 댄스,03:25,"차리 (153/Joombas),임영웅","AVENUE 52,Jimmy Burney (153/Joombas)",AVENUE 52,14030,504744,99791177,https://www.genie.co.kr/detail/songInfo?xgnm=103807036,103807036
63,인생찬가,임영웅,IM HERO,가요 / 발라드,03:53,윤명선,"윤명선,해구","해구,임미란",20595,875141,126982076,https://www.genie.co.kr/detail/songInfo?xgnm=96696817,96696817
64,보금자리,임영웅,IM HERO,가요 / 트로트,02:52,박진복,박상철,이창우,20109,855814,105977996,https://www.genie.co.kr/detail/songInfo?xgnm=96696813,96696813
65,I AM,IVE (아이브),I've IVE,가요 / 댄스,03:04,김이나,"Ryan S. Jhun,Kristin Marie,Audun Agnar Guldbrandsen,Eline Noelia Myreng","Ryan S. Jhun,Audun Agnar Guldbrandsen,Kristin Marie",46719,1994829,78891534,https://www.genie.co.kr/detail/songInfo?xgnm=101268096,101268096
66,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,가요 / 발라드,04:50,이찬혁,이찬혁,이현영,115415,4033252,151791625,https://www.genie.co.kr/detail/songInfo?xgnm=89382909,89382909
67,미치게 그리워서,황가람,미치게 그리워서,가요 / 인디,03:37,유해준,유해준,신성진,9884,717212,10483234,https://www.genie.co.kr/detail/songInfo?xgnm=109037899,109037899
68,가까운 듯 먼 그대여,카더가든,가까운 듯 먼 그대여,가요 / 발라드,03:15,"손박사,윤토벤 (YounToven)","윤토벤 (YounToven),손박사","O.YEON,박지환",23783,1112102,19596636,https://www.genie.co.kr/detail/songInfo?xgnm=94124212,94124212
69,HANDS UP,MEOVV (미야오),MY EYES OPEN VVIDE,가요 / 댄스,03:12,"TEDDY,Vince,24","TEDDY,24","24,Dominsuk",6029,498456,5456931,https://www.genie.co.kr/detail/songInfo?xgnm=109960034,109960034
70,Flower,오반 (OVAN),교회오빠,가요 / 인디,02:50,오반 (OVAN),"오반 (OVAN),히모",히모,10751,610760,8320885,https://www.genie.co.kr/detail/songInfo?xgnm=109356852,109356852
71,UP (KARINA Solo),aespa,SYNK : PARALLEL LINE - Special Digital Single,가요 / 댄스,02:47,카리나 (KARINA),"Slow Rabbit,Morgan Connie Smith,Taneisha Jackson,Sofia Quinn,PXPILLON,Emma-Lee Andersson,BB Elliot,Stella Jones (153/Joombas)","Slow Rabbit,PXPILLON",16331,1069159,21987867,https://www.genie.co.kr/detail/songInfo?xgnm=108014478,108014478
72,PO￦ER,G-DRAGON,PO￦ER,가요 / 랩/힙합,02:23,G-DRAGON,"Tommy Brown,Theron Thomas,Steven Franks,G-DRAGON","Tommy Brown,Steven Franks",22357,1171441,24206642,https://www.genie.co.kr/detail/songInfo?xgnm=108221081,108221081
73,청혼하지 않을 이유를 못 찾았어,이무진,청혼하지 않을 이유를 못 찾았어,가요 / 발라드,04:23,"이무진,Rizin (153/Joombas),투챔프 (Alive Nation),세영 (153/Joombas)","이무진,서동환,하성호",서동환,14515,1028663,20431734,https://www.genie.co.kr/detail/songInfo?xgnm=105980797,105980797
74,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',가요 / 락,05:01,윤하 (YOUNHA),"윤하 (YOUNHA),JEWNO (손준호)","JEWNO (손준호),숀 (SHAUN)",68408,2367099,88030815,https://www.genie.co.kr/detail/songInfo?xgnm=96424586,96424586
75,비의 랩소디,임재현,비의 랩소디,가요 / 발라드,03:55,"주영훈,이세준 (유리상자)",주영훈,신성진,25282,1512750,43043091,https://www.genie.co.kr/detail/songInfo?xgnm=104553679,104553679
76,Love wins all,아이유 (IU),The Winning,가요 / 발라드,04:31,아이유 (IU),서동환,서동환,35232,1583389,41536454,https://www.genie.co.kr/detail/songInfo?xgnm=105293063,105293063
77,헤어지자 말해요,박재정,1집 Alone,가요 / 발라드,04:04,박재정,"박재정,박현중",박현중,39101,1853329,60591344,https://www.genie.co.kr/detail/songInfo?xgnm=101407645,101407645
78,사랑인가 봐,멜로망스 (MeloMance),사랑인가 봐 (사내맞선 OST 스페셜 트랙),OST / 드라마,03:05,김민석,멜로망스 (MeloMance),정동환 (멜로망스),51719,2499670,85000345,https://www.genie.co.kr/detail/songInfo?xgnm=96042335,96042335
79,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),가요 / 발라드,04:11,강현민,강현민,정수민 (SSMusic),29028,1385808,33680427,https://www.genie.co.kr/detail/songInfo?xgnm=103024121,103024121
80,주저하는 연인들을 위해,잔나비,전설,가요 / 인디,04:25,잔나비 최정훈,"잔나비 최정훈,잔나비 김도형,유영현","잔나비 최정훈,잔나비 김도형,유영현,권지수",105125,4070439,138189380,https://www.genie.co.kr/detail/songInfo?xgnm=88686378,88686378
81,다정히 내 이름을 부르면,경서예지 & 전건호,다정히 내 이름을 부르면,가요 / 발라드,03:51,"한상원,이진성 (먼데이 키즈/Monday Kiz)","한상원,이진성 (먼데이 키즈/Monday Kiz)",한상원,59887,2587851,104746049,https://www.genie.co.kr/detail/songInfo?xgnm=93336453,93336453
82,Small girl (Feat. 도경수 (D.O.)),이영지,16 Fantasy,가요 / 랩/힙합,03:10,이영지,"PEEJAY,이영지",PEEJAY,26954,1298046,28415348,https://www.genie.co.kr/detail/songInfo?xgnm=106955582,106955582
83,Magnetic,아일릿 (ILLIT),SUPER REAL ME,가요 / 댄스,02:41,"Slow Rabbit,''hitman''bang,마틴,salem ilese,danke,Vincenzo,이이진,Piri,Lauren Aquilina,Marcus Andersson,김키위,오현선 (lalala studio),제임스","Slow Rabbit,''hitman''bang,마틴,salem ilese,danke,Vincenzo,이이진,Piri,Lauren Aquilina,Marcus Andersson,김키위,오현선 (lalala studio),제임스",,22702,1372848,38602399,https://www.genie.co.kr/detail/songInfo?xgnm=105872512,105872512
84,I Don't Think That I Like Her,Charlie Puth,CHARLIE,POP / 팝,03:09,,,,52827,2004394,58773500,https://www.genie.co.kr/detail/songInfo?xgnm=98304971,98304971
85,How Sweet,NewJeans,How Sweet,가요 / 댄스,03:39,"Gigi,Sarah Aarons,Elvira Anderfjard,Oscar Scheller,Stella Bennett,Tove Burman,다니엘 (DANIELLE)","250,Sarah Aarons,Elvira Anderfjard,Oscar Scheller,Stella Bennett,Tove Burman",250,25121,1367714,35557465,https://www.genie.co.kr/detail/songInfo?xgnm=106668582,106668582
86,HOT,LE SSERAFIM (르세라핌),HOT,가요 / 댄스,02:24,"Jackson Shanks,Supreme Boi,Ali Tamposi,Feli Ferraro,SCORE (13),Megatone (13),''hitman''bang,허윤진","Jackson Shanks,Supreme Boi,Ali Tamposi,Feli Ferraro,SCORE (13),Megatone (13),''hitman''bang,허윤진",,7091,629850,8671549,https://www.genie.co.kr/detail/songInfo?xgnm=109450165,109450165
87,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',가요 / 댄스,02:57,"Gigi,Ylva Dimberg,하니 (HANNI)","250,Ylva Dimberg",250,54736,2407538,102708136,https://www.genie.co.kr/detail/songInfo?xgnm=97582507,97582507
88,Mantra,제니 (JENNIE),Mantra,가요 / 댄스,02:17,"제니 (JENNIE),Claudia Valentina,Elle Campbell,Zikai,Jumpa,Billy Walsh,Jelli Dorman,Serban Ionut Kazan","제니 (JENNIE),Claudia Valentina,Elle Campbell,Zikai,Jumpa,Billy Walsh,Jelli Dorman,Serban Ionut Kazan","Jumpa,El Guincho,Serban",13057,1041358,20155417,https://www.genie.co.kr/detail/songInfo?xgnm=108040137,108040137
89,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",가요 / 발라드,04:18,"조은영,짙은",짙은,"최상언,김홍준",21079,1317531,29150487,https://www.genie.co.kr/detail/songInfo?xgnm=102531243,102531243
90,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,가요 / 발라드,04:19,백마리,백마리,전주현,25145,1469895,36291812,https://www.genie.co.kr/detail/songInfo?xgnm=102605425,102605425
91,Stay,The Kid LAROI & Justin Bieber,Stay,POP / 팝,02:22,,,,72534,2818721,97080763,https://www.genie.co.kr/detail/songInfo?xgnm=93717294,93717294
92,벌써 일년,브라운 아이즈,Brown Eyes,가요 / 발라드,03:28,한경혜,윤건,윤건,35108,2563227,45821227,https://www.genie.co.kr/detail/songInfo?xgnm=16108183,16108183
93,어땠을까 (Feat. 박정현),싸이 (Psy),싸이6甲 Part.1,가요 / 댄스,04:04,싸이 (Psy),"싸이 (Psy),유건형",유건형,34587,2230904,41191504,https://www.genie.co.kr/detail/songInfo?xgnm=81397683,81397683
94,LIKE YOU BETTER,프로미스나인,From Our 20's,가요 / 댄스,03:05,"Tomy,HANIHAS(XYXX),유연","HONEY NOISE (THE HUB),Awrii (THE HUB),Ayushy (THE HUB),Frankie Day (THE HUB),Brian U (THE HUB),Tomy","HONEY NOISE (THE HUB),Brian U (THE HUB)",5483,281384,2400660,https://www.genie.co.kr/detail/songInfo?xgnm=110673874,110673874
95,심 (心),DK (디셈버),심 (心),가요 / 락,04:17,박준배,이근상,정수민 (SSMusic),25164,1636991,47977892,https://www.genie.co.kr/detail/songInfo?xgnm=100522029,100522029
96,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life),가요 / 락,03:08,"G-DRAGON,T.O.P,KUSH","KUSH,VVN,Vince,G-DRAGON,T.O.P","KUSH,서원진,24",62039,2284255,70841898,https://www.genie.co.kr/detail/songInfo?xgnm=96482850,96482850
97,DRIP,BABYMONSTER,DRIP,가요 / 댄스,03:01,"Sandra Wikstrom,YG,AiRPLAY,MASTA WU,CHOICE37,Sonny","AiRPLAY,Illjun,Sandra Wikstrom,G-DRAGON","AiRPLAY,Illjun,YG",10118,763222,12318357,https://www.genie.co.kr/detail/songInfo?xgnm=108218789,108218789
98,네모의 꿈,아이유 (IU),꽃갈피 셋,가요 / 발라드,03:21,유영석,유영석,"제휘,flexindoor",6998,522556,4168204,https://www.genie.co.kr/detail/songInfo?xgnm=110308614,110308614
