분류,곡ID,곡명,아티스트,장르,어제순위,오늘순위,순위변동,어제좋아요,오늘좋아요,좋아요변동,좋아요변화율(%),어제전체청취자수,오늘전체청취자수,청취자수변동,청취자수변화율(%),어제전체재생수,오늘전체재생수,재생수변동,재생수변화율(%),URL
유지,107520166,Die With A Smile,Lady Gaga & Bruno Mars,POP / 팝,46.0,35.0,11.0,22203.0,22239.0,36.0,0.16,936897.0,937994.0,1097.0,0.12,14395559.0,14434372.0,38813.0,0.27,https://www.genie.co.kr/detail/songInfo?xgnm=107520166
유지,105938136,고민중독,QWER,가요 / 락,55.0,44.0,11.0,32163.0,32175.0,12.0,0.04,1487614.0,1488253.0,639.0,0.04,46140324.0,46174119.0,33795.0,0.07,https://www.genie.co.kr/detail/songInfo?xgnm=105938136
유지,104055957,소나기,이클립스 (ECLIPSE),OST / 드라마,58.0,47.0,11.0,33131.0,33143.0,12.0,0.04,1386749.0,1387386.0,637.0,0.05,40683736.0,40716913.0,33177.0,0.08,https://www.genie.co.kr/detail/songInfo?xgnm=104055957
유지,110589412,TAKEDOWN (JEONGYEON & JIHYO & CHAEYOUNG),TWICE (트와이스),POP / 팝,70.0,59.0,11.0,5724.0,5755.0,31.0,0.54,363198.0,365507.0,2309.0,0.64,2218299.0,2245400.0,27101.0,1.22,https://www.genie.co.kr/detail/songInfo?xgnm=110589412
유지,104553679,비의 랩소디,임재현,가요 / 발라드,77.0,66.0,11.0,25320.0,25335.0,15.0,0.06,1514240.0,1514750.0,510.0,0.03,43118768.0,43145082.0,26314.0,0.06,https://www.genie.co.kr/detail/songInfo?xgnm=104553679
유지,93336453,다정히 내 이름을 부르면,경서예지 & 전건호,가요 / 발라드,91.0,80.0,11.0,59910.0,59923.0,13.0,0.02,2589034.0,2589443.0,409.0,0.02,104813033.0,104836466.0,23433.0,0.02,https://www.genie.co.kr/detail/songInfo?xgnm=93336453
유지,108434388,HOME SWEET HOME (Feat. 태양 & 대성),G-DRAGON,가요 / 랩/힙합,28.0,18.0,10.0,36948.0,36961.0,13.0,0.04,1345763.0,1346573.0,810.0,0.06,37495005.0,37545370.0,50365.0,0.13,https://www.genie.co.kr/detail/songInfo?xgnm=108434388
유지,89327408,Cruel Summer,Taylor Swift,POP / 팝,63.0,53.0,10.0,24608.0,24628.0,20.0,0.08,1182387.0,1183158.0,771.0,0.07,21550247.0,21578260.0,28013.0,0.13,https://www.genie.co.kr/detail/songInfo?xgnm=89327408
유지,89382909,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),가요 / 발라드,66.0,56.0,10.0,115449.0,115468.0,19.0,0.02,4035202.0,4035803.0,601.0,0.01,151873805.0,151902619.0,28814.0,0.02,https://www.genie.co.kr/detail/songInfo?xgnm=89382909
유지,110308610,Never Ending Story,아이유 (IU),가요 / 발라드,47.0,38.0,9.0,10886.0,10908.0,22.0,0.2,764965.0,766392.0,1427.0,0.19,7483424.0,7519787.0,36363.0,0.49,https://www.genie.co.kr/detail/songInfo?xgnm=110308610
유지,108981829,ATTITUDE,IVE (아이브),가요 / 댄스,60.0,51.0,9.0,13490.0,13500.0,10.0,0.07,879268.0,880078.0,810.0,0.09,14150910.0,14181136.0,30226.0,0.21,https://www.genie.co.kr/detail/songInfo?xgnm=108981829
유지,105260468,나는 아픈 건 딱 질색이니까,i-dle (아이들),가요 / 댄스,67.0,58.0,9.0,35533.0,35549.0,16.0,0.05,1581603.0,1582133.0,530.0,0.03,50450997.0,50479987.0,28990.0,0.06,https://www.genie.co.kr/detail/songInfo?xgnm=105260468
유지,103024121,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),가요 / 발라드,73.0,64.0,9.0,29079.0,29086.0,7.0,0.02,1387470.0,1388016.0,546.0,0.04,33753991.0,33779157.0,25166.0,0.07,https://www.genie.co.kr/detail/songInfo?xgnm=103024121
유지,107985564,청춘만화,이무진,가요 / 락,21.0,13.0,8.0,20356.0,20395.0,39.0,0.19,1098363.0,1099690.0,1327.0,0.12,20597539.0,20655182.0,57643.0,0.28,https://www.genie.co.kr/detail/songInfo?xgnm=107985564
유지,108575614,toxic till the end,로제 (ROSÉ),가요 / 락,50.0,42.0,8.0,19528.0,19534.0,6.0,0.03,1000279.0,1001037.0,758.0,0.08,19677662.0,19711112.0,33450.0,0.17,https://www.genie.co.kr/detail/songInfo?xgnm=108575614
유지,101268096,I AM,IVE (아이브),가요 / 댄스,65.0,57.0,8.0,46758.0,46772.0,14.0,0.03,1996671.0,1997230.0,559.0,0.03,78971522.0,78999414.0,27892.0,0.04,https://www.genie.co.kr/detail/songInfo?xgnm=101268096
유지,100522029,심 (心),DK (디셈버),가요 / 락,95.0,87.0,8.0,25188.0,25197.0,9.0,0.04,1638305.0,1638776.0,471.0,0.03,48042686.0,48065276.0,22590.0,0.05,https://www.genie.co.kr/detail/songInfo?xgnm=100522029
유지,109960034,HANDS UP,MEOVV (미야오),가요 / 댄스,68.0,61.0,7.0,6075.0,6086.0,11.0,0.18,502429.0,503716.0,1287.0,0.26,5535206.0,5561539.0,26333.0,0.48,https://www.genie.co.kr/detail/songInfo?xgnm=109960034
유지,105293063,Love wins all,아이유 (IU),가요 / 발라드,79.0,72.0,7.0,35271.0,35276.0,5.0,0.01,1584943.0,1585429.0,486.0,0.03,41609509.0,41634940.0,25431.0,0.06,https://www.genie.co.kr/detail/songInfo?xgnm=105293063
유지,109608007,어제보다 슬픈 오늘,우디 (Woody),가요 / 발라드,20.0,16.0,4.0,11562.0,11603.0,41.0,0.35,724793.0,727071.0,2278.0,0.31,10419301.0,10477622.0,58321.0,0.56,https://www.genie.co.kr/detail/songInfo?xgnm=109608007
유지,109342665,like JENNIE,제니 (JENNIE),가요 / 댄스,14.0,12.0,2.0,16313.0,16327.0,14.0,0.09,1018486.0,1019794.0,1308.0,0.13,19711465.0,19768157.0,56692.0,0.29,https://www.genie.co.kr/detail/songInfo?xgnm=109342665
유지,111134057,운명 (2025),먼데이 키즈 & 이이경,가요 / 전체,38.0,36.0,2.0,3136.0,3194.0,58.0,1.85,270989.0,275063.0,4074.0,1.5,1864653.0,1908815.0,44162.0,2.37,https://www.genie.co.kr/detail/songInfo?xgnm=111134057
유지,109450165,HOT,LE SSERAFIM (르세라핌),가요 / 댄스,81.0,79.0,2.0,7125.0,7133.0,8.0,0.11,632267.0,633097.0,830.0,0.13,8741395.0,8765323.0,23928.0,0.27,https://www.genie.co.kr/detail/songInfo?xgnm=109450165
유지,110589418,Your Idol,Saja Boys & Andrew Choi & Neckwav & Danny Chung & Kevin Woo & samUIL Lee & KPop Demon Hunters Cast,POP / 팝,7.0,6.0,1.0,15095.0,15184.0,89.0,0.59,631382.0,634441.0,3059.0,0.48,6846382.0,6928133.0,81751.0,1.19,https://www.genie.co.kr/detail/songInfo?xgnm=110589418
유지,110452518,Dirty Work,aespa,가요 / 댄스,15.0,14.0,1.0,8217.0,8256.0,39.0,0.47,646768.0,649011.0,2243.0,0.35,7257798.0,7315298.0,57500.0,0.79,https://www.genie.co.kr/detail/songInfo?xgnm=110452518
유지,109356852,Flower,오반 (OVAN),가요 / 인디,71.0,70.0,1.0,10805.0,10820.0,15.0,0.14,613581.0,614491.0,910.0,0.15,8398996.0,8425146.0,26150.0,0.31,https://www.genie.co.kr/detail/songInfo?xgnm=109356852
유지,110589415,Golden,HUNTR/X & EJAE & Audrey Nuna & REI AMI & KPop Demon Hunters Cast,POP / 팝,1.0,1.0,0.0,37527.0,37719.0,192.0,0.51,1031682.0,1035965.0,4283.0,0.42,17934068.0,18146547.0,212479.0,1.18,https://www.genie.co.kr/detail/songInfo?xgnm=110589415
유지,110589414,Soda Pop,Saja Boys & Andrew Choi & Neckwav & Danny Chung & Kevin Woo & samUIL Lee & KPop Demon Hunters Cast,POP / 팝,2.0,2.0,0.0,24342.0,24459.0,117.0,0.48,839541.0,843347.0,3806.0,0.45,11570697.0,11709408.0,138711.0,1.2,https://www.genie.co.kr/detail/songInfo?xgnm=110589414
유지,110931419,뛰어(JUMP),BLACKPINK,가요 / 댄스,3.0,3.0,0.0,12662.0,12766.0,104.0,0.82,760866.0,765257.0,4391.0,0.58,9338590.0,9469393.0,130803.0,1.4,https://www.genie.co.kr/detail/songInfo?xgnm=110931419
유지,110552022,FAMOUS,ALLDAY PROJECT,가요 / 댄스,4.0,4.0,0.0,14383.0,14466.0,83.0,0.58,747870.0,751058.0,3188.0,0.43,10635533.0,10738707.0,103174.0,0.97,https://www.genie.co.kr/detail/songInfo?xgnm=110552022
유지,101514417,Drowning,WOODZ,가요 / 락,5.0,5.0,0.0,45783.0,45844.0,61.0,0.13,1378753.0,1380045.0,1292.0,0.09,40031787.0,40127976.0,96189.0,0.24,https://www.genie.co.kr/detail/songInfo?xgnm=101514417
유지,109330096,너에게 닿기를,10CM,가요 / 락,8.0,8.0,0.0,23588.0,23625.0,37.0,0.16,1042384.0,1043920.0,1536.0,0.15,18164766.0,18236079.0,71313.0,0.39,https://www.genie.co.kr/detail/songInfo?xgnm=109330096
유지,110589413,How It's Done,HUNTR/X & EJAE & Audrey Nuna & REI AMI & KPop Demon Hunters Cast,POP / 팝,9.0,9.0,0.0,12585.0,12651.0,66.0,0.52,566999.0,569950.0,2951.0,0.52,5270335.0,5337942.0,67607.0,1.28,https://www.genie.co.kr/detail/songInfo?xgnm=110589413
유지,108805752,모르시나요 (Prod. by 로코베리),조째즈,가요 / 발라드,10.0,10.0,0.0,25630.0,25675.0,45.0,0.18,1143094.0,1144490.0,1396.0,0.12,24983982.0,25052970.0,68988.0,0.28,https://www.genie.co.kr/detail/songInfo?xgnm=108805752
유지,108110514,Whiplash,aespa,가요 / 댄스,11.0,11.0,0.0,27834.0,27849.0,15.0,0.05,1358300.0,1359256.0,956.0,0.07,40254499.0,40316130.0,61631.0,0.15,https://www.genie.co.kr/detail/songInfo?xgnm=108110514
유지,110649475,WICKED,ALLDAY PROJECT,가요 / 랩/힙합,22.0,22.0,0.0,5601.0,5642.0,41.0,0.73,460675.0,463213.0,2538.0,0.55,4592395.0,4641113.0,48718.0,1.06,https://www.genie.co.kr/detail/songInfo?xgnm=110649475
유지,110968221,멸종위기사랑,이찬혁,가요 / 댄스,49.0,49.0,0.0,3501.0,3581.0,80.0,2.29,165443.0,170527.0,5084.0,3.07,1132963.0,1169371.0,36408.0,3.21,https://www.genie.co.kr/detail/songInfo?xgnm=110968221
유지,108221081,PO￦ER,G-DRAGON,가요 / 랩/힙합,69.0,69.0,0.0,22380.0,22387.0,7.0,0.03,1173078.0,1173624.0,546.0,0.05,24279622.0,24304576.0,24954.0,0.1,https://www.genie.co.kr/detail/songInfo?xgnm=108221081
유지,88686378,주저하는 연인들을 위해,잔나비,가요 / 인디,78.0,78.0,0.0,105165.0,105183.0,18.0,0.02,4071889.0,4072366.0,477.0,0.01,138259243.0,138283809.0,24566.0,0.02,https://www.genie.co.kr/detail/songInfo?xgnm=88686378
유지,108746466,시작의 아이,마크툽 (Maktub),가요 / 인디,6.0,7.0,-1.0,16882.0,16942.0,60.0,0.36,938067.0,940157.0,2090.0,0.22,16577612.0,16665110.0,87498.0,0.53,https://www.genie.co.kr/detail/songInfo?xgnm=108746466
유지,94124212,가까운 듯 먼 그대여,카더가든,가요 / 발라드,62.0,63.0,-1.0,23860.0,23889.0,29.0,0.12,1115222.0,1116257.0,1035.0,0.09,19677682.0,19705329.0,27647.0,0.14,https://www.genie.co.kr/detail/songInfo?xgnm=94124212
유지,106668582,How Sweet,NewJeans,가요 / 댄스,84.0,85.0,-1.0,25145.0,25148.0,3.0,0.01,1369185.0,1369693.0,508.0,0.04,35623955.0,35647209.0,23254.0,0.07,https://www.genie.co.kr/detail/songInfo?xgnm=106668582
유지,97582507,Hype Boy,NewJeans,가요 / 댄스,89.0,90.0,-1.0,54754.0,54764.0,10.0,0.02,2408788.0,2409211.0,423.0,0.02,102771737.0,102793741.0,22004.0,0.02,https://www.genie.co.kr/detail/songInfo?xgnm=97582507
유지,111280752,시작의 아이 ❍,박다혜 & 마크툽 (Maktub),가요 / 인디,13.0,15.0,-2.0,4987.0,5058.0,71.0,1.42,264213.0,270542.0,6329.0,2.4,1691558.0,1758304.0,66746.0,3.95,https://www.genie.co.kr/detail/songInfo?xgnm=111280752
유지,111483543,XOXZ,IVE (아이브),가요 / 댄스,30.0,32.0,-2.0,1170.0,1360.0,190.0,16.24,40068.0,52689.0,12621.0,31.5,134796.0,207742.0,72946.0,54.12,https://www.genie.co.kr/detail/songInfo?xgnm=111483543
유지,81397683,어땠을까 (Feat. 박정현),싸이 (Psy),가요 / 댄스,98.0,100.0,-2.0,34650.0,34672.0,22.0,0.06,2233484.0,2234363.0,879.0,0.04,41251318.0,41272462.0,21144.0,0.05,https://www.genie.co.kr/detail/songInfo?xgnm=81397683
유지,106955582,Small girl (Feat. 도경수 (D.O.)),이영지,가요 / 랩/힙합,76.0,81.0,-5.0,26980.0,26988.0,8.0,0.03,1299662.0,1300189.0,527.0,0.04,28482305.0,28505487.0,23182.0,0.08,https://www.genie.co.kr/detail/songInfo?xgnm=106955582
유지,108218789,DRIP,BABYMONSTER,가요 / 댄스,85.0,94.0,-9.0,10147.0,10149.0,2.0,0.02,765162.0,765829.0,667.0,0.09,12380070.0,12401396.0,21326.0,0.17,https://www.genie.co.kr/detail/songInfo?xgnm=108218789
유지,94535712,사랑은 늘 도망가,임영웅,OST / 드라마,12.0,30.0,-18.0,68338.0,68354.0,16.0,0.02,2613259.0,2613733.0,474.0,0.02,268668336.0,268736841.0,68505.0,0.03,https://www.genie.co.kr/detail/songInfo?xgnm=94535712
유지,110569963,STYLE,Hearts2Hearts (하츠투하츠),가요 / 댄스,72.0,93.0,-21.0,3282.0,3301.0,19.0,0.58,239535.0,241214.0,1679.0,0.7,2237839.0,2260697.0,22858.0,1.02,https://www.genie.co.kr/detail/songInfo?xgnm=110569963
유지,90077755,이제 나만 믿어요,임영웅,가요 / 트로트,16.0,43.0,-27.0,66610.0,66613.0,3.0,0.0,3050151.0,3050528.0,377.0,0.01,368721041.0,368784768.0,63727.0,0.02,https://www.genie.co.kr/detail/songInfo?xgnm=90077755
유지,96549502,우리들의 블루스,임영웅,가요 / 발라드,18.0,46.0,-28.0,38662.0,38675.0,13.0,0.03,1817630.0,1817997.0,367.0,0.02,190186039.0,190247394.0,61355.0,0.03,https://www.genie.co.kr/detail/songInfo?xgnm=96549502
유지,96696809,다시 만날 수 있을까,임영웅,가요 / 발라드,19.0,52.0,-33.0,31932.0,31939.0,7.0,0.02,1578942.0,1579311.0,369.0,0.02,174659384.0,174719283.0,59899.0,0.03,https://www.genie.co.kr/detail/songInfo?xgnm=96696809
유지,109752407,천국보다 아름다운,임영웅,가요 / 발라드,17.0,60.0,-43.0,10009.0,10024.0,15.0,0.15,230323.0,230956.0,633.0,0.27,30149863.0,30313352.0,163489.0,0.54,https://www.genie.co.kr/detail/songInfo?xgnm=109752407
유지,96696807,무지개,임영웅,가요 / 전체,26.0,73.0,-47.0,27372.0,27384.0,12.0,0.04,1306902.0,1307121.0,219.0,0.02,139778795.0,139835082.0,56287.0,0.04,https://www.genie.co.kr/detail/songInfo?xgnm=96696807
유지,106393875,Home,임영웅,가요 / 댄스,23.0,71.0,-48.0,12562.0,12575.0,13.0,0.1,359631.0,359913.0,282.0,0.08,65492755.0,65550445.0,57690.0,0.09,https://www.genie.co.kr/detail/songInfo?xgnm=106393875
유지,96696813,보금자리,임영웅,가요 / 트로트,33.0,83.0,-50.0,20143.0,20153.0,10.0,0.05,856461.0,856689.0,228.0,0.03,106160608.0,106214792.0,54184.0,0.05,https://www.genie.co.kr/detail/songInfo?xgnm=96696813
유지,102067588,모래 알갱이,임영웅,가요 / 발라드,24.0,76.0,-52.0,19949.0,19958.0,9.0,0.05,889003.0,889191.0,188.0,0.02,115548875.0,115604743.0,55868.0,0.05,https://www.genie.co.kr/detail/songInfo?xgnm=102067588
